paz	offset	packed_size	original_size	path
5908	6905948	63016	63004	sound2022/windows/chinese(prc)/npc_vce_2304_2_5_emma.bnk
5908	6968964	42656	42644	sound2022/windows/chinese(prc)/npc_vce_2304_2_6_emma.bnk
5908	7011620	51904	51891	sound2022/windows/chinese(prc)/npc_vce_2304_2_7_emma.bnk
5908	7063524	75808	75792	sound2022/windows/chinese(prc)/npc_vce_2304_2_8_justin.bnk
5908	7139332	55296	55287	sound2022/windows/chinese(prc)/npc_vce_2304_2_9_lucio.bnk
5908	7194628	20120	20104	sound2022/windows/chinese(prc)/npc_vce_2305_0_1.bnk
5908	7214748	40640	40628	sound2022/windows/chinese(prc)/npc_vce_62476_1.bnk
5908	7255388	38096	38083	sound2022/windows/chinese(prc)/npc_vce_62476_2.bnk
5908	7293484	74816	74807	sound2022/windows/chinese(prc)/npc_vce_62476_3.bnk
5908	7368300	67480	67469	sound2022/windows/chinese(prc)/npc_vce_62476_4.bnk
5908	7435780	50864	50853	sound2022/windows/chinese(prc)/npc_vce_62476_5.bnk
5908	7486644	50128	50112	sound2022/windows/chinese(prc)/npc_vce_62477_1.bnk
5908	7536772	43608	43593	sound2022/windows/chinese(prc)/npc_vce_62477_2.bnk
5908	7580380	28120	28105	sound2022/windows/chinese(prc)/npc_vce_62477_3.bnk
5908	7608500	45184	45170	sound2022/windows/chinese(prc)/npc_vce_62478_1.bnk
5908	7653684	35624	35608	sound2022/windows/chinese(prc)/npc_vce_62478_2.bnk
5908	7689308	38728	38719	sound2022/windows/chinese(prc)/npc_vce_62478_3.bnk
5908	7728036	51120	51104	sound2022/windows/chinese(prc)/npc_vce_62479_1.bnk
5908	7779156	27072	27062	sound2022/windows/chinese(prc)/npc_vce_62479_2.bnk
5908	7806228	33112	33098	sound2022/windows/chinese(prc)/npc_vce_62479_3.bnk
5908	7839340	44992	44979	sound2022/windows/chinese(prc)/npc_vce_62480_1.bnk
5908	7884332	49864	49851	sound2022/windows/chinese(prc)/npc_vce_62480_10.bnk
5908	7934196	58184	58175	sound2022/windows/chinese(prc)/npc_vce_62480_2.bnk
5908	7992380	60424	60413	sound2022/windows/chinese(prc)/npc_vce_62480_3.bnk
5908	8052804	38136	38124	sound2022/windows/chinese(prc)/npc_vce_62480_4.bnk
5908	8090940	67272	67259	sound2022/windows/chinese(prc)/npc_vce_62480_5.bnk
5908	8158212	34320	34306	sound2022/windows/chinese(prc)/npc_vce_62480_6.bnk
5908	8192532	47400	47389	sound2022/windows/chinese(prc)/npc_vce_62480_7.bnk
5908	8239932	67824	67813	sound2022/windows/chinese(prc)/npc_vce_62480_8.bnk
5908	8307756	54048	54034	sound2022/windows/chinese(prc)/npc_vce_62480_9.bnk
5908	8361804	18360	18350	sound2022/windows/chinese(prc)/npc_vce_62480_o.bnk
5908	8380164	62032	62022	sound2022/windows/chinese(prc)/npc_vce_62480_q1_1.bnk
5909	8228	65344	65332	sound2022/windows/chinese(prc)/npc_vce_62480_q1_2.bnk
5909	73572	65640	65624	sound2022/windows/chinese(prc)/npc_vce_62480_q1_3.bnk
5909	139212	45184	45172	sound2022/windows/chinese(prc)/npc_vce_62481_1.bnk
5909	184396	67744	67733	sound2022/windows/chinese(prc)/npc_vce_62481_2.bnk
5909	252140	48056	48043	sound2022/windows/chinese(prc)/npc_vce_62481_3.bnk
5909	300196	53720	53706	sound2022/windows/chinese(prc)/npc_vce_62481_4.bnk
5909	353916	48768	48754	sound2022/windows/chinese(prc)/npc_vce_62481_5.bnk
5909	402684	16136	16121	sound2022/windows/chinese(prc)/npc_vce_62481_o.bnk
5909	418820	43168	43153	sound2022/windows/chinese(prc)/npc_vce_62481_q1_1.bnk
5909	461988	47360	47350	sound2022/windows/chinese(prc)/npc_vce_62481_q1_2.bnk
5909	509348	60808	60798	sound2022/windows/chinese(prc)/npc_vce_62481_q1_3.bnk
5909	570156	45600	45587	sound2022/windows/chinese(prc)/npc_vce_62481_q2_1.bnk
5909	615756	53920	53905	sound2022/windows/chinese(prc)/npc_vce_62481_q2_2.bnk
5909	669676	52016	52006	sound2022/windows/chinese(prc)/npc_vce_62481_q2_3.bnk
5909	721692	45936	45927	sound2022/windows/chinese(prc)/npc_vce_62481_q3_1.bnk
5909	767628	64888	64879	sound2022/windows/chinese(prc)/npc_vce_62481_q3_2.bnk
5909	832516	53240	53230	sound2022/windows/chinese(prc)/npc_vce_62481_q4_1.bnk
5909	885756	52232	52216	sound2022/windows/chinese(prc)/npc_vce_62481_q4_2.bnk
5909	937988	70416	70407	sound2022/windows/chinese(prc)/npc_vce_62481_q4_3.bnk
5909	1008404	47064	47055	sound2022/windows/chinese(prc)/npc_vce_62482_1.bnk
5909	1055468	48040	48030	sound2022/windows/chinese(prc)/npc_vce_62482_2.bnk
5909	1103508	27984	27968	sound2022/windows/chinese(prc)/npc_vce_62482_3.bnk
5909	1131492	47576	47560	sound2022/windows/chinese(prc)/npc_vce_62482_4.bnk
5909	1179068	28952	28936	sound2022/windows/chinese(prc)/npc_vce_62482_5.bnk
5909	1208020	16240	16228	sound2022/windows/chinese(prc)/npc_vce_62482_o.bnk
5909	1224260	45576	45563	sound2022/windows/chinese(prc)/npc_vce_62483_1.bnk
5909	1269836	41488	41472	sound2022/windows/chinese(prc)/npc_vce_62483_2.bnk
5909	1311324	65024	65012	sound2022/windows/chinese(prc)/npc_vce_62483_3.bnk
5909	1376348	42336	42320	sound2022/windows/chinese(prc)/npc_vce_62483_4.bnk
5909	1418684	34752	34741	sound2022/windows/chinese(prc)/npc_vce_62483_e_1.bnk
5909	1453436	33536	33523	sound2022/windows/chinese(prc)/npc_vce_62483_e_2.bnk
5909	1486972	15464	15455	sound2022/windows/chinese(prc)/npc_vce_62483_o.bnk
5909	1502436	74000	73984	sound2022/windows/chinese(prc)/npc_vce_62483_q1_1.bnk
5909	1576436	47792	47781	sound2022/windows/chinese(prc)/npc_vce_62483_q2_1.bnk
5909	1624228	63976	63964	sound2022/windows/chinese(prc)/npc_vce_62483_q2_2.bnk
5909	1688204	53416	53404	sound2022/windows/chinese(prc)/npc_vce_62483_q3_1.bnk
5909	1741620	54800	54791	sound2022/windows/chinese(prc)/npc_vce_62483_q3_2.bnk
5909	1796420	50928	50912	sound2022/windows/chinese(prc)/npc_vce_62483_q4_1.bnk
5909	1847348	52280	52265	sound2022/windows/chinese(prc)/npc_vce_62483_q5_1.bnk
5909	1899628	46840	46828	sound2022/windows/chinese(prc)/npc_vce_62483_q5_2.bnk
5909	1946468	58000	57986	sound2022/windows/chinese(prc)/npc_vce_62483_q6_1.bnk
5909	2004468	71512	71497	sound2022/windows/chinese(prc)/npc_vce_62483_q6_2.bnk
5909	2075980	52968	52959	sound2022/windows/chinese(prc)/npc_vce_62483_q6_3.bnk
5909	2128948	47584	47575	sound2022/windows/chinese(prc)/npc_vce_62483_q7_1.bnk
5909	2176532	52872	52858	sound2022/windows/chinese(prc)/npc_vce_62483_q7_2.bnk
5909	2229404	40968	40956	sound2022/windows/chinese(prc)/npc_vce_62483_q8_1.bnk
5909	2270372	61360	61350	sound2022/windows/chinese(prc)/npc_vce_62483_q8_2.bnk
5909	2331732	30776	30764	sound2022/windows/chinese(prc)/npc_vce_62483_s_1.bnk
5909	2362508	28592	28576	sound2022/windows/chinese(prc)/npc_vce_62483_s_2.bnk
5909	2391100	68656	68644	sound2022/windows/chinese(prc)/npc_vce_62484_1.bnk
5909	2459756	45856	45845	sound2022/windows/chinese(prc)/npc_vce_62484_2.bnk
5909	2505612	51064	51048	sound2022/windows/chinese(prc)/npc_vce_62484_3.bnk
5909	2556676	51824	51809	sound2022/windows/chinese(prc)/npc_vce_62484_4.bnk
5909	2608500	35960	35944	sound2022/windows/chinese(prc)/npc_vce_62484_e_1.bnk
5909	2644460	47368	47356	sound2022/windows/chinese(prc)/npc_vce_62484_e_2.bnk
5909	2691828	16040	16025	sound2022/windows/chinese(prc)/npc_vce_62484_o.bnk
5909	2707868	66536	66524	sound2022/windows/chinese(prc)/npc_vce_62484_q1_1.bnk
5909	2774404	46528	46518	sound2022/windows/chinese(prc)/npc_vce_62484_q2_1.bnk
5909	2820932	53480	53471	sound2022/windows/chinese(prc)/npc_vce_62484_q3_1.bnk
5909	2874412	63336	63325	sound2022/windows/chinese(prc)/npc_vce_62484_q3_2.bnk
5909	2937748	61264	61250	sound2022/windows/chinese(prc)/npc_vce_62484_q4_1.bnk
5909	2999012	59176	59160	sound2022/windows/chinese(prc)/npc_vce_62484_q4_2.bnk
5909	3058188	68856	68845	sound2022/windows/chinese(prc)/npc_vce_62484_q4_3.bnk
5909	3127044	77144	77133	sound2022/windows/chinese(prc)/npc_vce_62484_q5_1.bnk
5909	3204188	66488	66472	sound2022/windows/chinese(prc)/npc_vce_62484_q5_2.bnk
5909	3270676	64176	64163	sound2022/windows/chinese(prc)/npc_vce_62484_q6_1.bnk
5909	3334852	26632	26623	sound2022/windows/chinese(prc)/npc_vce_62484_s_1.bnk
5909	3361484	30936	30920	sound2022/windows/chinese(prc)/npc_vce_62484_s_2.bnk
5909	3392420	34920	34905	sound2022/windows/chinese(prc)/npc_vce_62485_1.bnk
5909	3427340	45520	45510	sound2022/windows/chinese(prc)/npc_vce_62485_2.bnk
5909	3472860	45728	45718	sound2022/windows/chinese(prc)/npc_vce_62485_3.bnk
5909	3518588	39968	39958	sound2022/windows/chinese(prc)/npc_vce_62485_4.bnk
5909	3558556	22992	22981	sound2022/windows/chinese(prc)/npc_vce_62485_e_1.bnk
5909	3581548	27456	27442	sound2022/windows/chinese(prc)/npc_vce_62485_e_2.bnk
5909	3609004	19688	19679	sound2022/windows/chinese(prc)/npc_vce_62485_o.bnk
5909	3628692	78664	78652	sound2022/windows/chinese(prc)/npc_vce_62485_q1_1.bnk
5909	3707356	75656	75645	sound2022/windows/chinese(prc)/npc_vce_62485_q1_2.bnk
5909	3783012	59080	59068	sound2022/windows/chinese(prc)/npc_vce_62485_q1_3.bnk
5909	3842092	67496	67485	sound2022/windows/chinese(prc)/npc_vce_62485_q2_1.bnk
5909	3909588	53520	53506	sound2022/windows/chinese(prc)/npc_vce_62485_q3_1.bnk
5909	3963108	54912	54902	sound2022/windows/chinese(prc)/npc_vce_62485_q3_2.bnk
5909	4018020	27000	26990	sound2022/windows/chinese(prc)/npc_vce_62485_s_1.bnk
5909	4045020	32200	32190	sound2022/windows/chinese(prc)/npc_vce_62485_s_2.bnk
5909	4077220	40248	40232	sound2022/windows/chinese(prc)/npc_vce_62486_1.bnk
5909	4117468	40200	40189	sound2022/windows/chinese(prc)/npc_vce_62486_2.bnk
5909	4157668	27544	27530	sound2022/windows/chinese(prc)/npc_vce_62486_3.bnk
5909	4185212	36960	36947	sound2022/windows/chinese(prc)/npc_vce_62486_4.bnk
5909	4222172	30408	30392	sound2022/windows/chinese(prc)/npc_vce_62486_e_1.bnk
5909	4252580	24744	24728	sound2022/windows/chinese(prc)/npc_vce_62486_e_2.bnk
5909	4277324	15344	15332	sound2022/windows/chinese(prc)/npc_vce_62486_o.bnk
5909	4292668	63312	63303	sound2022/windows/chinese(prc)/npc_vce_62486_q10_1.bnk
5909	4355980	55872	55858	sound2022/windows/chinese(prc)/npc_vce_62486_q10_2.bnk
5909	4411852	69096	69082	sound2022/windows/chinese(prc)/npc_vce_62486_q1_1.bnk
5909	4480948	55760	55749	sound2022/windows/chinese(prc)/npc_vce_62486_q1_2.bnk
5909	4536708	40648	40633	sound2022/windows/chinese(prc)/npc_vce_62486_q1_3.bnk
5909	4577356	59000	58989	sound2022/windows/chinese(prc)/npc_vce_62486_q2_1.bnk
5909	4636356	61376	61360	sound2022/windows/chinese(prc)/npc_vce_62486_q2_2.bnk
5909	4697732	65408	65397	sound2022/windows/chinese(prc)/npc_vce_62486_q3_1.bnk
5909	4763140	34608	34596	sound2022/windows/chinese(prc)/npc_vce_62486_q4_1.bnk
5909	4797748	40128	40117	sound2022/windows/chinese(prc)/npc_vce_62486_q5_1.bnk
5909	4837876	29536	29523	sound2022/windows/chinese(prc)/npc_vce_62486_q5_2.bnk
5909	4867412	48880	48864	sound2022/windows/chinese(prc)/npc_vce_62486_q5_3.bnk
5909	4916292	43352	43340	sound2022/windows/chinese(prc)/npc_vce_62486_q6_1.bnk
5909	4959644	42680	42670	sound2022/windows/chinese(prc)/npc_vce_62486_q7_1.bnk
5909	5002324	45088	45074	sound2022/windows/chinese(prc)/npc_vce_62486_q7_2.bnk
5909	5047412	40984	40968	sound2022/windows/chinese(prc)/npc_vce_62486_q7_3.bnk
5909	5088396	73800	73786	sound2022/windows/chinese(prc)/npc_vce_62486_q8_1.bnk
5909	5162196	57632	57623	sound2022/windows/chinese(prc)/npc_vce_62486_q8_2.bnk
5909	5219828	49136	49120	sound2022/windows/chinese(prc)/npc_vce_62486_q9_1.bnk
5909	5268964	57736	57722	sound2022/windows/chinese(prc)/npc_vce_62486_q9_2.bnk
5909	5326700	63144	63129	sound2022/windows/chinese(prc)/npc_vce_62486_q9_3.bnk
5909	5389844	18368	18358	sound2022/windows/chinese(prc)/npc_vce_62486_s_1.bnk
5909	5408212	27504	27489	sound2022/windows/chinese(prc)/npc_vce_62486_s_2.bnk
5909	5435716	29152	29142	sound2022/windows/chinese(prc)/npc_vce_62487_1.bnk
5909	5464868	42072	42062	sound2022/windows/chinese(prc)/npc_vce_62487_2.bnk
5909	5506940	42832	42821	sound2022/windows/chinese(prc)/npc_vce_62487_3.bnk
5909	5549772	42280	42270	sound2022/windows/chinese(prc)/npc_vce_62487_4.bnk
5909	5592052	41480	41467	sound2022/windows/chinese(prc)/npc_vce_62487_e_1.bnk
5909	5633532	23464	23448	sound2022/windows/chinese(prc)/npc_vce_62487_e_2.bnk
5909	5656996	19040	19024	sound2022/windows/chinese(prc)/npc_vce_62487_o.bnk
5909	5676036	37448	37439	sound2022/windows/chinese(prc)/npc_vce_62487_q1_1.bnk
5909	5713484	35512	35497	sound2022/windows/chinese(prc)/npc_vce_62487_q2_1.bnk
5909	5748996	59400	59386	sound2022/windows/chinese(prc)/npc_vce_62487_q3_1.bnk
5909	5808396	58032	58018	sound2022/windows/chinese(prc)/npc_vce_62487_q3_2.bnk
5909	5866428	34736	34727	sound2022/windows/chinese(prc)/npc_vce_62487_q4_1.bnk
5909	5901164	38760	38749	sound2022/windows/chinese(prc)/npc_vce_62487_q5_1.bnk
5909	5939924	61320	61306	sound2022/windows/chinese(prc)/npc_vce_62487_q6_1.bnk
5909	6001244	63120	63106	sound2022/windows/chinese(prc)/npc_vce_62487_q6_2.bnk
5909	6064364	39344	39331	sound2022/windows/chinese(prc)/npc_vce_62487_s_1.bnk
5909	6103708	26472	26461	sound2022/windows/chinese(prc)/npc_vce_62487_s_2.bnk
5909	6130180	53752	53742	sound2022/windows/chinese(prc)/npc_vce_62488_1.bnk
5909	6183932	52112	52099	sound2022/windows/chinese(prc)/npc_vce_62488_2.bnk
5909	6236044	43976	43965	sound2022/windows/chinese(prc)/npc_vce_62488_3.bnk
5909	6280020	40040	40027	sound2022/windows/chinese(prc)/npc_vce_62488_4.bnk
5909	6320060	42208	42192	sound2022/windows/chinese(prc)/npc_vce_62488_e_1.bnk
5909	6362268	46176	46161	sound2022/windows/chinese(prc)/npc_vce_62488_e_2.bnk
5909	6408444	18384	18369	sound2022/windows/chinese(prc)/npc_vce_62488_o.bnk
5909	6426828	70736	70724	sound2022/windows/chinese(prc)/npc_vce_62488_q1_1.bnk
5909	6497564	65072	65060	sound2022/windows/chinese(prc)/npc_vce_62488_q2_1.bnk
5909	6562636	73392	73382	sound2022/windows/chinese(prc)/npc_vce_62488_q3_1.bnk
5909	6636028	77888	77873	sound2022/windows/chinese(prc)/npc_vce_62488_q3_2.bnk
5909	6713916	37264	37249	sound2022/windows/chinese(prc)/npc_vce_62488_s_1.bnk
5909	6751180	30088	30072	sound2022/windows/chinese(prc)/npc_vce_62488_s_2.bnk
5909	6781268	50424	50410	sound2022/windows/chinese(prc)/npc_vce_62489_1.bnk
5909	6831692	43496	43485	sound2022/windows/chinese(prc)/npc_vce_62489_2.bnk
5909	6875188	37144	37134	sound2022/windows/chinese(prc)/npc_vce_62489_3.bnk
5909	6912332	36864	36852	sound2022/windows/chinese(prc)/npc_vce_62489_4.bnk
5909	6949196	28816	28804	sound2022/windows/chinese(prc)/npc_vce_62489_e_1.bnk
5909	6978012	35032	35020	sound2022/windows/chinese(prc)/npc_vce_62489_e_2.bnk
5909	7013044	18760	18748	sound2022/windows/chinese(prc)/npc_vce_62489_o.bnk
5909	7031804	69728	69712	sound2022/windows/chinese(prc)/npc_vce_62489_q1_1.bnk
5909	7101532	52656	52647	sound2022/windows/chinese(prc)/npc_vce_62489_q1_2.bnk
5909	7154188	61112	61103	sound2022/windows/chinese(prc)/npc_vce_62489_q2_1.bnk
5909	7215300	46992	46980	sound2022/windows/chinese(prc)/npc_vce_62489_q2_2.bnk
5909	7262292	59280	59267	sound2022/windows/chinese(prc)/npc_vce_62489_q3_1.bnk
5909	7321572	56168	56155	sound2022/windows/chinese(prc)/npc_vce_62489_q3_2.bnk
5909	7377740	67872	67858	sound2022/windows/chinese(prc)/npc_vce_62489_q3_3.bnk
5909	7445612	46744	46730	sound2022/windows/chinese(prc)/npc_vce_62489_q4_1.bnk
5909	7492356	45776	45765	sound2022/windows/chinese(prc)/npc_vce_62489_s_1.bnk
5909	7538132	36608	36598	sound2022/windows/chinese(prc)/npc_vce_62489_s_2.bnk
5909	7574740	26568	26553	sound2022/windows/chinese(prc)/npc_vce_62490_1.bnk
5909	7601308	31168	31156	sound2022/windows/chinese(prc)/npc_vce_62490_2.bnk
5909	7632476	49264	49253	sound2022/windows/chinese(prc)/npc_vce_62490_3.bnk
5909	7681740	52272	52256	sound2022/windows/chinese(prc)/npc_vce_62490_4.bnk
5909	7734012	21024	21008	sound2022/windows/chinese(prc)/npc_vce_62490_e_1.bnk
5909	7755036	28376	28363	sound2022/windows/chinese(prc)/npc_vce_62490_e_2.bnk
5909	7783412	19256	19242	sound2022/windows/chinese(prc)/npc_vce_62490_o.bnk
5909	7802668	58648	58635	sound2022/windows/chinese(prc)/npc_vce_62490_q1_1.bnk
5909	7861316	57712	57696	sound2022/windows/chinese(prc)/npc_vce_62490_q2_1.bnk
5909	7919028	59016	59006	sound2022/windows/chinese(prc)/npc_vce_62490_q3_1.bnk
5909	7978044	56176	56166	sound2022/windows/chinese(prc)/npc_vce_62490_q3_2.bnk
5909	8034220	68768	68755	sound2022/windows/chinese(prc)/npc_vce_62490_q4_1.bnk
5909	8102988	61648	61632	sound2022/windows/chinese(prc)/npc_vce_62490_q5_1.bnk
5909	8164636	55360	55345	sound2022/windows/chinese(prc)/npc_vce_62490_q5_2.bnk
5909	8219996	70024	70008	sound2022/windows/chinese(prc)/npc_vce_62490_q6_1.bnk
5909	8290020	56912	56903	sound2022/windows/chinese(prc)/npc_vce_62490_q7_1.bnk
5909	8346932	41320	41309	sound2022/windows/chinese(prc)/npc_vce_62490_q7_2.bnk
5909	8388252	62864	62851	sound2022/windows/chinese(prc)/npc_vce_62490_q7_3.bnk
5910	4980	23704	23693	sound2022/windows/chinese(prc)/npc_vce_62490_s_1.bnk
5910	28684	30888	30877	sound2022/windows/chinese(prc)/npc_vce_62490_s_2.bnk
5910	59572	27080	27071	sound2022/windows/chinese(prc)/npc_vce_62491_1.bnk
5910	86652	43840	43826	sound2022/windows/chinese(prc)/npc_vce_62491_2.bnk
5910	130492	27064	27050	sound2022/windows/chinese(prc)/npc_vce_62491_3.bnk
5910	157556	46808	46798	sound2022/windows/chinese(prc)/npc_vce_62491_4.bnk
5910	204364	27024	27009	sound2022/windows/chinese(prc)/npc_vce_62491_e_1.bnk
5910	231388	29424	29415	sound2022/windows/chinese(prc)/npc_vce_62491_e_2.bnk
5910	260812	16176	16161	sound2022/windows/chinese(prc)/npc_vce_62491_o.bnk
5910	276988	55072	55063	sound2022/windows/chinese(prc)/npc_vce_62491_q1_1.bnk
5910	332060	47080	47068	sound2022/windows/chinese(prc)/npc_vce_62491_q1_2.bnk
5910	379140	44760	44750	sound2022/windows/chinese(prc)/npc_vce_62491_q2_1.bnk
5910	423900	35992	35979	sound2022/windows/chinese(prc)/npc_vce_62491_q2_2.bnk
5910	459892	39408	39395	sound2022/windows/chinese(prc)/npc_vce_62491_q3_1.bnk
5910	499300	48672	48659	sound2022/windows/chinese(prc)/npc_vce_62491_q3_2.bnk
5910	547972	51408	51394	sound2022/windows/chinese(prc)/npc_vce_62491_q3_3.bnk
5910	599380	59752	59740	sound2022/windows/chinese(prc)/npc_vce_62491_q4_1.bnk
5910	659132	44664	44649	sound2022/windows/chinese(prc)/npc_vce_62491_q4_2.bnk
5910	703796	40408	40394	sound2022/windows/chinese(prc)/npc_vce_62491_q5_1.bnk
5910	744204	43352	43337	sound2022/windows/chinese(prc)/npc_vce_62491_q5_2.bnk
5910	787556	56496	56481	sound2022/windows/chinese(prc)/npc_vce_62491_q5_3.bnk
5910	844052	49976	49965	sound2022/windows/chinese(prc)/npc_vce_62491_q6_1.bnk
5910	894028	67536	67523	sound2022/windows/chinese(prc)/npc_vce_62491_q6_2.bnk
5910	961564	53648	53638	sound2022/windows/chinese(prc)/npc_vce_62491_q6_3.bnk
5910	1015212	52872	52856	sound2022/windows/chinese(prc)/npc_vce_62491_q6_4.bnk
5910	1068084	57624	57608	sound2022/windows/chinese(prc)/npc_vce_62491_q7_1.bnk
5910	1125708	46920	46911	sound2022/windows/chinese(prc)/npc_vce_62491_q7_2.bnk
5910	1172628	50320	50308	sound2022/windows/chinese(prc)/npc_vce_62491_q8_1.bnk
5910	1222948	54032	54018	sound2022/windows/chinese(prc)/npc_vce_62491_q8_2.bnk
5910	1276980	68304	68289	sound2022/windows/chinese(prc)/npc_vce_62491_q9_1.bnk
5910	1345284	62200	62184	sound2022/windows/chinese(prc)/npc_vce_62491_q9_2.bnk
5910	1407484	71800	71790	sound2022/windows/chinese(prc)/npc_vce_62491_q9_3.bnk
5910	1479284	43136	43121	sound2022/windows/chinese(prc)/npc_vce_62491_s_1.bnk
5910	1522420	42608	42595	sound2022/windows/chinese(prc)/npc_vce_62491_s_2.bnk
5910	1565028	53448	53439	sound2022/windows/chinese(prc)/npc_vce_62492_1.bnk
5910	1618476	38016	38002	sound2022/windows/chinese(prc)/npc_vce_62492_2.bnk
5910	1656492	53976	53966	sound2022/windows/chinese(prc)/npc_vce_62492_3.bnk
5910	1710468	54080	54069	sound2022/windows/chinese(prc)/npc_vce_62492_4.bnk
5910	1764548	39536	39522	sound2022/windows/chinese(prc)/npc_vce_62492_e_1.bnk
5910	1804084	34840	34829	sound2022/windows/chinese(prc)/npc_vce_62492_e_2.bnk
5910	1838924	16128	16112	sound2022/windows/chinese(prc)/npc_vce_62492_o.bnk
5910	1855052	68496	68483	sound2022/windows/chinese(prc)/npc_vce_62492_q1_1.bnk
5910	1923548	62096	62080	sound2022/windows/chinese(prc)/npc_vce_62492_q1_2.bnk
5910	1985644	61704	61695	sound2022/windows/chinese(prc)/npc_vce_62492_q2_1.bnk
5910	2047348	61160	61150	sound2022/windows/chinese(prc)/npc_vce_62492_q3_1.bnk
5910	2108508	53528	53518	sound2022/windows/chinese(prc)/npc_vce_62492_q3_2.bnk
5910	2162036	68904	68888	sound2022/windows/chinese(prc)/npc_vce_62492_q3_3.bnk
5910	2230940	70792	70783	sound2022/windows/chinese(prc)/npc_vce_62492_q4_1.bnk
5910	2301732	78688	78672	sound2022/windows/chinese(prc)/npc_vce_62492_q4_2.bnk
5910	2380420	73072	73060	sound2022/windows/chinese(prc)/npc_vce_62492_q4_3.bnk
5910	2453492	56512	56501	sound2022/windows/chinese(prc)/npc_vce_62492_q5_1.bnk
5910	2510004	44888	44875	sound2022/windows/chinese(prc)/npc_vce_62492_q5_2.bnk
5910	2554892	66288	66277	sound2022/windows/chinese(prc)/npc_vce_62492_q6_1.bnk
5910	2621180	59208	59199	sound2022/windows/chinese(prc)/npc_vce_62492_q6_2.bnk
5910	2680388	62176	62165	sound2022/windows/chinese(prc)/npc_vce_62492_q7_1.bnk
5910	2742564	30704	30688	sound2022/windows/chinese(prc)/npc_vce_62492_s_1.bnk
5910	2773268	28976	28962	sound2022/windows/chinese(prc)/npc_vce_62492_s_2.bnk
5910	2802244	48232	48218	sound2022/windows/chinese(prc)/npc_vce_62493_1.bnk
5910	2850476	36792	36780	sound2022/windows/chinese(prc)/npc_vce_62493_2.bnk
5910	2887268	43672	43660	sound2022/windows/chinese(prc)/npc_vce_62493_3.bnk
5910	2930940	41080	41064	sound2022/windows/chinese(prc)/npc_vce_62493_4.bnk
5910	2972020	46864	46848	sound2022/windows/chinese(prc)/npc_vce_62493_e_1.bnk
5910	3018884	53288	53277	sound2022/windows/chinese(prc)/npc_vce_62493_e_2.bnk
5910	3072172	23600	23586	sound2022/windows/chinese(prc)/npc_vce_62493_o.bnk
5910	3095772	64504	64490	sound2022/windows/chinese(prc)/npc_vce_62493_q1_1.bnk
5910	3160276	70288	70278	sound2022/windows/chinese(prc)/npc_vce_62493_q1_2.bnk
5910	3230564	88312	88300	sound2022/windows/chinese(prc)/npc_vce_62493_q2_1.bnk
5910	3318876	112856	112842	sound2022/windows/chinese(prc)/npc_vce_62493_q3_1.bnk
5910	3431732	96264	96250	sound2022/windows/chinese(prc)/npc_vce_62493_q3_2.bnk
5910	3527996	84344	84331	sound2022/windows/chinese(prc)/npc_vce_62493_q3_3.bnk
5910	3612340	95904	95890	sound2022/windows/chinese(prc)/npc_vce_62493_q3_4.bnk
5910	3708244	85216	85202	sound2022/windows/chinese(prc)/npc_vce_62493_q4_1.bnk
5910	3793460	69832	69818	sound2022/windows/chinese(prc)/npc_vce_62493_q4_2.bnk
5910	3863292	67672	67657	sound2022/windows/chinese(prc)/npc_vce_62493_q5_1.bnk
5910	3930964	40352	40338	sound2022/windows/chinese(prc)/npc_vce_62493_s_1.bnk
5910	3971316	47120	47104	sound2022/windows/chinese(prc)/npc_vce_62493_s_2.bnk
5910	4018436	56488	56477	sound2022/windows/chinese(prc)/npc_vce_62494_1.bnk
5910	4074924	56440	56431	sound2022/windows/chinese(prc)/npc_vce_62494_2.bnk
5910	4131364	45216	45203	sound2022/windows/chinese(prc)/npc_vce_62494_3.bnk
5910	4176580	52064	52055	sound2022/windows/chinese(prc)/npc_vce_62494_4.bnk
5910	4228644	38320	38311	sound2022/windows/chinese(prc)/npc_vce_62494_e_1.bnk
5910	4266964	29224	29213	sound2022/windows/chinese(prc)/npc_vce_62494_e_2.bnk
5910	4296188	20688	20674	sound2022/windows/chinese(prc)/npc_vce_62494_o.bnk
5910	4316876	58296	58281	sound2022/windows/chinese(prc)/npc_vce_62494_q1_1.bnk
5910	4375172	71216	71206	sound2022/windows/chinese(prc)/npc_vce_62494_q2_1.bnk
5910	4446388	77512	77503	sound2022/windows/chinese(prc)/npc_vce_62494_q3_1.bnk
5910	4523900	76008	75994	sound2022/windows/chinese(prc)/npc_vce_62494_q3_2.bnk
5910	4599908	82032	82017	sound2022/windows/chinese(prc)/npc_vce_62494_q3_3.bnk
5910	4681940	95816	95802	sound2022/windows/chinese(prc)/npc_vce_62494_q4_1.bnk
5910	4777756	75112	75103	sound2022/windows/chinese(prc)/npc_vce_62494_q4_2.bnk
5910	4852868	55928	55915	sound2022/windows/chinese(prc)/npc_vce_62494_q5_1.bnk
5910	4908796	86824	86809	sound2022/windows/chinese(prc)/npc_vce_62494_q5_2.bnk
5910	4995620	90560	90551	sound2022/windows/chinese(prc)/npc_vce_62494_q5_3.bnk
5910	5086180	79272	79260	sound2022/windows/chinese(prc)/npc_vce_62494_q5_4.bnk
5910	5165452	47368	47353	sound2022/windows/chinese(prc)/npc_vce_62494_q6_1.bnk
